query_id,query,rank,paperId,title,year,citationCount,influentialCitationCount,venue,url,authors,abstract,ecological_relevance_note
2,community completeness soil microbiome,3,64482fc3531bda63ff73ee069b42b984ef84cefd,The occurrence of potato common scab correlates with the community composition and function of the geocaulosphere soil microbiome,2019,186,5,Microbiome,https://www.semanticscholar.org/paper/64482fc3531bda63ff73ee069b42b984ef84cefd,Wencong Shi; Mingcong Li; Guangshan Wei; R. Tian; Cuiping Li; B. Wang; Rongshan Lin; Chunyu Shi,"BackgroundSoil microorganisms can mediate the occurrence of plant diseases. Potato common scab (CS) is a refractory disease caused by pathogenic Streptomyces that occurs worldwide, but little is known about the interactions between CS and the soil microbiome. In this study, four soil-root system compartments (geocaulosphere soil (GS), rhizosphere soil (RS), root-zone soil (ZS), and furrow soil (FS)) were analyzed for potato plants with naturally high (H) and low (L) scab severity levels. We aimed to determine the composition and putative function of the soil microbiome associated with potato CS.ResultsThe copy numbers of the scab phytotoxin biosynthetic gene txtAB and the bacterial 16S rRNA gene as well as the diversity and composition of each of the four soil-root system compartments were examined; GS was the only compartment that exhibited significant differences between the H and L groups. Compared to the H group, the L group exhibited a lower txtAB gene copy number, lower bacterial 16S copy number, higher diversity, higher co-occurrence network complexity, and higher community function similarity within the GS microbiome. The community composition and function of the GS samples were further revealed by shotgun metagenomic sequencing. Variovorax, Stenotrophomonas, and Agrobacterium were the most abundant genera that were significantly and positively correlated with the scab severity level, estimated absolute abundance (EAA) of pathogenic Streptomyces, and txtAB gene copy number. In contrast, Geobacillus, Curtobacterium, and unclassified Geodermatophilaceae were significantly negatively correlated with these three parameters. Compared to the function profiles in the L group, several genes involved in “ABC transporters,” the “bacterial secretion system,” “quorum sensing (QS),” “nitrogen metabolism,” and some metabolism by cytochrome P450 were enriched in the H group. In contrast, some antibiotic biosynthesis pathways were enriched in the L group. Based on the differences in community composition and function, a simple model was proposed to explain the putative relationships between the soil microbiome and CS occurrence.ConclusionsThe GS microbiome was closely associated with CS severity in the soil-root system, and the occurrence of CS was accompanied by changes in community composition and function. The differential functions provide new clues to elucidate the mechanism underlying the interaction between CS occurrence and the soil microbiome, and varying community compositions provide novel insights into CS occurrence.",plant-soil context relevance; cross-kingdom microbial relevance; methodological relevance
2,community completeness soil microbiome,4,f5edf55e9fce270c8bef61f79e2b530c49e931cc,Multi-meta-omics reveal unique symbiotic synchronization between ectomycorrhizal fungus and soil microbiome in Tricholoma matsutake habitat,2025,0,0,Microbiome,https://www.semanticscholar.org/paper/f5edf55e9fce270c8bef61f79e2b530c49e931cc,In Hyup Bae; Hyun Kim; Su-Min Kim; Yong-Hwan Lee,"Ectomycorrhizal (ECM) fungi establish symbiotic relationships with plant roots, enhancing nutrient uptake, improving plant health, and boosting ecosystem resilience. Although previous studies reported molecular interactions among plant-ECM fungi-surrounding microbes near plant roots, microbiome-wide metabolic shifts and associations with the fungi remain unclear. Using Tricholoma matsutake as a model, we initially found that T. matsutake induced remarkable microbial community turnover linked to altered soil moisture, nitrogen, and phosphorus levels. Parallel with the compositional alteration, microbiome-wide metabolic capacities, including glutamate metabolism, oligopeptide transport, and siderophore activity, were enriched in the T. matsutake-colonizing soil compared to the soils where the fungus was not colonized. From metatranscriptome data, we found that T. matsutake induced functional remodeling in nitrogen metabolism. Notably, the fungus and soil microbiome were metabolically synchronized with the upregulation of nitrate reduction, glutamate biosynthesis, tryptophan biosynthesis, and indole-3-acetic acid (IAA) biosynthesis. Metabarcoding and metatranscriptome-guided microbial associations revealed potential T. matsutake helper bacteria consisting of Conexibacter and Paraburkholderia. Phage community analyses further showed that the colonization of the ECM fungus influenced phage distributions along with the increase in temperate phage populations. The differential expression of auxiliary metabolic genes also demonstrated that phages could influence bacterial fitness in response to T. matsutake colonization. Our multi-meta-omics-based approaches revealed unique environmental changes by T. matsutake compared to other mycorrhizal systems, as well as metabolic synchronization between the ECM fungus and surrounding microbiomes. These findings will expand our understanding of ECM symbiotic frameworks by highlighting integrated microbial and viral metabolic dynamics. BfZn9aKVRJcwAxk6sKjecp Video Abstract Video Abstract",plant-soil context relevance; cross-kingdom microbial relevance; methodological relevance
2,community completeness soil microbiome,5,b3077ac70705ef42ae60ce3ff60f500d3f71efcf,The Role of Soil Microbiome in Enhancing Plant Nutrition and Promoting Soil Health,2025,3,0,International Journal of Plant &amp; Soil Science,https://www.semanticscholar.org/paper/b3077ac70705ef42ae60ce3ff60f500d3f71efcf,Chandan Singh; Vivek Singh; A. K. Pal; Shashi Shekhar; Mohil Kumar; Rahul Kumar Singh,"The soil microbiome, a complex community of microorganisms including bacteria, fungi, archaea, and protozoa, plays a pivotal role in sustaining plant nutrition and soil health. Through processes such as nutrient cycling, organic matter decomposition, and symbiotic relationships, soil microorganisms enhance the availability of essential nutrients like nitrogen, phosphorus, and potassium. Beneficial microbes such as plant growth-promoting rhizobacteria (PGPR) and mycorrhizal fungi improve plant growth by increasing nutrient uptake, producing growth hormones, and promoting disease resistance. Furthermore, the soil microbiome significantly contributes to soil structure, fertility, and resilience by aiding in soil aggregation, water retention, and stress tolerance. It also plays a critical role in suppressing plant pathogens and improving plant resilience to environmental stresses such as drought and heavy metal contamination. Despite its importance, conventional agricultural practices, including the overuse of chemical inputs and intensive tillage, often disrupt the balance of soil microbial communities, leading to soil degradation. Sustainable agricultural practices that incorporate organic amendments, crop rotations, and reduced chemical inputs are crucial for maintaining a healthy and diverse soil microbiome. This review highlights the essential functions of the soil microbiome in plant nutrition and soil health, emphasizing its potential to promote sustainable agricultural practices and ecosystem resilience.",plant-soil context relevance; cross-kingdom microbial relevance
2,community completeness soil microbiome,6,4b9733a2f75f82032dfd399a51a83e2dbd70fee9,Enhancing soil microbiome resilience: the mitigating role of silicon against environmental stresses,2024,30,1,Frontiers in Agronomy,https://www.semanticscholar.org/paper/4b9733a2f75f82032dfd399a51a83e2dbd70fee9,H. Etesami,"The soil microbiome plays a pivotal role in the functioning and resilience of agricultural ecosystems, contributing to critical processes such as organic matter decomposition, nutrient cycling, and plant growth promotion. However, the soil microbiome is constantly challenged by various environmental stresses, including drought, heavy metal contamination, salinity, and climate change, which can significantly disrupt the delicate balance of the soil ecosystem. In this context, the application of silicon (Si) has emerged as a promising strategy to mitigate the adverse effects of these environmental stresses on the soil microbiome. This review paper synthesizes the current understanding of the impacts of environmental stresses on the soil microbiome and explores the potential of Si as a mitigating agent in enhancing the resilience of the soil microbial community. Silicon can enhance the resilience of the soil microbiome through several mechanisms, such as increasing soil pH, improving nutrient and water availability and uptake, altering root exudation patterns and plant physiology, and directly stimulating the abundance, diversity, and functional potential of key microbial groups. By enhancing the resilience of the soil microbiome, Si application can help maintain the critical ecosystem services provided by soil microorganisms, ultimately contributing to the sustainability and productivity of agricultural systems. The review also highlights future research aspects, including elucidating the precise mechanisms of Si-microbiome interactions, evaluating the long-term effects of Si on soil microbiome resilience, optimizing Si application strategies for specific crop-soil systems, integrating Si management with other sustainable soil practices, and assessing the impacts of Si on soil microbiome-mediated ecosystem services.",plant-soil context relevance
2,community completeness soil microbiome,7,07ba689933afa0bc2dce13fc6cf1dc262e7d0363,Soil microbiome analysis of Uruguayan grasslands and croplands reveals losses of microbial diversity and necromass recycling traits,2025,0,0,Environmental Microbiome,https://www.semanticscholar.org/paper/07ba689933afa0bc2dce13fc6cf1dc262e7d0363,M. Giménez; P. Berenstecher; Andrés Ligrone; Gregorio Iraola; Gervasio Piñeiro,"Soil microbiomes are critical regulators of nutrient biogeochemical cycles, contributing significantly to ecosystem services that support plant productivity. In this study, we investigated the effects of agricultural rotations on soil microbial communities in Uruguayan grasslands, comparing cropland soils with native grasslands grazed by livestock. By employing advanced metagenomic techniques, we characterized the diversity and functional potential of the soil microbiome, with particular emphasis on its roles in carbon, nitrogen, and phosphorus cycling. Additionally, we assessed functional genes associated with microbial necromass recycling, a key process for maintaining soil health and fertility. Our analysis revealed a significant decrease in fungal diversity and a restructuring of the fungal community in agricultural soils, highlighting the profound impact of farming practices on soil biology. In contrast, while we did not observe a similar decline in bacterial diversity, there was a noticeable shift in its composition. Agricultural soils showed a reduced abundance of bacteriophages, which are associated with bacterial necromass formation, as well as a decline in enzymes involved in microbial necromass decomposition. This suggests potential long-term consequences for soil carbon dynamics and crop productivity. Additionally, croplands exhibited a marked decrease in genes and enzymes involved in nitrogen and phosphorus cycling, indicating diminished functionality and resilience for these essential nutrient processes compared to grassland soils. Our findings emphasize the need for a sustainable approach to agriculture that preserves microbial diversity and functionality, ensuring the resilience of soil ecosystems. By comparing soil microbiomes across different land use types, this research provides novel insights into the mechanisms through which agriculture alters soil ecosystems and offers guidance for enhancing soil management practices to support environmental sustainability and agricultural productivity.",plant-soil context relevance; cross-kingdom microbial relevance
2,community completeness soil microbiome,8,0c532a86877c3120ed34dd181828ec1616b62519,The native soil microbiome is critical for early root-associated microbiota assembly and canola growth,2025,0,0,Environmental Microbiome,https://www.semanticscholar.org/paper/0c532a86877c3120ed34dd181828ec1616b62519,Mengying Liu; Leon V. Kochian; B. Helgason,"The native soil microbiome contributes to regulating the root-associated microbiota, root morphology, and plant growth. Using two canola (Brassica napus L.) genotypes contrasting in root size (small-rooted NAM23 and large-rooted NAM37), we investigated how the native soil microbiome influences canola establishment. Plants were grown in rhizoboxes containing gamma-irradiated (microbiome dysbiosis) or untreated (healthy microbiome) soils for 14 days. We evaluated plant growth and profiled bacterial and fungal communities in unplanted soil, rhizosphere soil, and root samples via DNA amplicon sequencing. Soil irradiation inhibited canola early growth, severely reducing shoot fresh mass (8 to 10-fold), root fresh mass and root length (3 to 13-fold). As expected, irradiation reduced microbial diversity and altered microbial community structure. The absence of significant soil physicochemical changes post-irradiation suggests that microbiome dysbiosis, rather than nutrient depletion, was the primary driver of plant growth suppression in irradiated soil. This growth suppression correlated with the depletion of potentially beneficial taxa (e.g., Sphingomonas, Alternaria prunicola, Fusarium, Gibberella avenacea, and Humicola nigrescens) and/or the enrichment of detrimental taxa (e.g., Mucilaginibacter, Leifsonia, and Trichoderma atrobrunneum) in both soil and roots. The large-rooted NAM37 outperformed the small-rooted NAM23 only in healthy microbiome-intact soils, but this growth advantage was not observed in unhealthy microbiome-disrupted irradiated soils. Our findings directly demonstrate the critical role of a healthy soil microbiome in supporting canola establishment. The absence of growth disparities between genotypes in irradiated soil indicates that plant fitness is not attributed to fixed root phenotypes but a dynamic interplay between intrinsic root traits and the microbiome.",community-assembly mechanism relevance; plant-soil context relevance; cross-kingdom microbial relevance
3,dark diversity belowground ecology,1,9d1638d0fd85287b14ccc1e4dbb0314be4327c1f,Micromosaic structure and phytomass of ground vegetation in main types of dark conifer forests in the Pechora-Ilych state nature reserve,2013,15,0,Russian journal of ecology,https://www.semanticscholar.org/paper/9d1638d0fd85287b14ccc1e4dbb0314be4327c1f,D. L. Lugovaya; O. Smirnova; M. V. Zaprudina; A. Aleynikov; V. Smirnov,,plant-soil context relevance
3,dark diversity belowground ecology,2,503884aff3369ceeb25ca67586010cdba0f10064,Micromosaic structure and phytomass of ground vegetation in main types of dark conifer forests in the Pechora-Ilych state nature reserve,2013,0,0,Russian journal of ecology,https://www.semanticscholar.org/paper/503884aff3369ceeb25ca67586010cdba0f10064,D. L. Lugovaya; O. Smirnova; M. V. Zaprudina; A. A. Aleynikov; V. Smirnov,,plant-soil context relevance
3,dark diversity belowground ecology,3,10037e9c06d662f5e3bb8df38e00604eba5fa09b,The latitudinal gradient in European ant dark diversity: patterns and potential mechanisms,2025,0,0,,https://www.semanticscholar.org/paper/10037e9c06d662f5e3bb8df38e00604eba5fa09b,Olga Boet; X. Arnan; Javier Retana,,direct dark-diversity/completeness linkage
3,dark diversity belowground ecology,4,1daf2628ebfd8b6f92dbb510a6a3662a56da081d,Using a trait‐based dark diversity approach to evaluate natural recovery potential in forests,2024,5,0,Restoration Ecology,https://www.semanticscholar.org/paper/1daf2628ebfd8b6f92dbb510a6a3662a56da081d,Élise Deschênes; Kierann R. Santala; Jonathan Lavigne; Isabelle Aubin,"Utilizing ecosystems' natural recovery potential is crucial for enhancing the scale and efficacy of restoration efforts. However, this potential is currently underutilized in restoration ecology, and barriers to natural species recruitment remain poorly understood. In this study, we develop an analytical framework that combines trait‐based and dark diversity approaches to evaluate understory plant community recovery in smelter‐impacted forests and identify factors limiting recovery for absent species. A community completeness index (CCI) was calculated in 18 naturally recovering smelter‐impacted forests and three reference forests in Sudbury, Ontario, Canada. The CCI was used to identify sites that deviate the most from their target communities and was compared to traditionally used indicators of plant recovery. Community weighted means (CWM) of traits for observed and dark diversity species were compared, and principal components analysis was used to identify relationships between traits of observed and missing species among study sites. Species unable to recover passively (i.e. with high dark diversity probabilities) were generally tall and/or large seeded. Understory plant community recovery was structured along two functional gradients, plant economics and size, which both coincided with distance to the smelter. Dark diversity and trait analyses were useful for identifying barriers to natural recovery and, therefore, providing guidance on targeted restoration actions. We conclude by discussing the limitations and opportunities of the dark diversity approach in a restoration context, highlighting the importance of carefully defining habitat‐specific species pools and critically assessing the ecological significance of dark diversity probabilities.",direct dark-diversity/completeness linkage; plant-soil context relevance
3,dark diversity belowground ecology,5,3b3cea6c1bace8f0738a553c13d98c6fd14bc615,Latitudinal variation in root neighborhood β-diversity and its role in belowground community assembly.,2025,1,0,Journal of Environmental Management,https://www.semanticscholar.org/paper/3b3cea6c1bace8f0738a553c13d98c6fd14bc615,Minxia Liu; Xin Zhang; Jianyang Shi,"Understanding the geographic patterns of root neighborhood β-diversity is critical for ecology, biogeography, and conservation biology. However, the mechanisms driving belowground β-diversity in response to root functional traits and phylogenetic structure remain unexplored in grassland plant communities. We analyzed eight root functional traits for 110 herbaceous species from 675 root clusters across 207 soil samples along a latitudinal gradient in the northeastern Tibetan Plateau, China. Probabilistic hypervolumes were used to estimate root trait space, while mean pairwise distance (Dpw) and mean nearest neighbor distance (Dnn) quantified species' ecological differences. β-diversity was partitioned into spatial and environmental components to infer the roles of abiotic filtering, dispersal limitation, and biotic interactions. Our results indicate that 71.5 % of root functional traits were clustered, suggesting abiotic filtering as the primary driver of root aggregation. Root neighborhood functional and phylogenetic Dpw exhibited a distance decay pattern, reflecting abiotic filtering or dispersal limitation. In contrast, root functional Dnn showed an inverse distance decay pattern, suggesting strong abiotic filtering effects among species with distinct functional traits. Soil factors explained more variation than geographic distance, and the combined effects of spatial and environmental variables had the strongest influence on phylogeny. These findings highlight the potential for trait differentiation even in environmentally harsh ecosystems, with the relative influence of abiotic filtering and biotic interactions shifting along a latitudinal gradient. Our findings emphasize the necessity of integrating belowground trait diversity into grassland conservation and restoration strategies. Specifically, maintaining environmental heterogeneity could enhance underground biodiversity and ecological resilience, which is critical under escalating global anthropogenic pressures. Understanding these belowground assembly processes will improve predictions of ecosystem responses and support effective grassland biodiversity management under future environmental scenarios.",community-assembly mechanism relevance; plant-soil context relevance
3,dark diversity belowground ecology,6,00e06e842d577e63e10a5b73908cb7241eb8c267,Decomposing dark diversity affinities of species and sites using Bayesian method: What accounts for absences of species at suitable sites?,2023,7,0,Methods in Ecology and Evolution,https://www.semanticscholar.org/paper/00e06e842d577e63e10a5b73908cb7241eb8c267,J. Fujinuma; M. Pärtel,"Locally observed biodiversity always consists of only a fraction of its site‐specific species pool. Why some suitable species are absent, shaping dark diversity of that site, is a basic yet increasingly crucial question in the face of global biodiversity degradation. The ultimate processes underlying dark diversity associate with either dispersal or persistence limitations, or both. These two limitations in turn link to several characteristics of individual species and sites, making it challenging to detect the exact factors contributing to dark diversity in a particular metacommunity. Here, we propose a metric, dark diversity affinity (DDA), which measures the tendencies of individual species to be absent from suitable sites and of individual sites to miss suitable species. We developed a Bayesian model interrelating four types of datasets: metacommunity matrix of species presences in sites, species‐sites suitability matrix, species functional traits and site characteristics. In the model, DDA operates as an adjustment bridging the disparity between site‐specific suitability and observed presence/absence of each species at each site. Furthermore, DDA can be related to individual properties of species and sites through logistic regression sub‐models. We demonstrated our framework using nine empirical datasets of vertebrate, invertebrate and vascular plant metacommunities. We show the decomposed roles of species traits and site characteristics in defining DDA and, therefore, dark diversity in metacommunities. In the empirical datasets, various functional traits, which related to morphology, reproduction, dispersal ability, population attributes, resource specificity and life history, significantly affected species‐level DDA, while site characteristics regarding habitat types and attributes, resource availability, pollution, and edaphic and water conditions influenced DDA at the site level. Our framework provides a concept and methodological toolbox that allows identification of the processes underlying dark diversity and advances both the theory of community ecology and biodiversity conservation. Conservation actions can be more successful by knowing whether species loss in a particular metacommunity is associated to some species traits or site characteristics and what their relative contributions are.",direct dark-diversity/completeness linkage; plant-soil context relevance; methodological relevance
3,dark diversity belowground ecology,7,b126f184aaca59d50df32d545846e0eca3a6877b,"Integrating dark diversity, functional traits, and diagnostic species: a framework to diagnose bottlenecks in forest recovery",2026,0,0,Frontiers in Plant Science,https://www.semanticscholar.org/paper/b126f184aaca59d50df32d545846e0eca3a6877b,Minghui Wang; Jianrong Su; Wan-de Liu; Shuaifeng Li; Xiaobo Huang; Jiayan Shen; Rui-Guang Shang,"Introduction Accurately assessing the natural recovery processes of forest ecosystems remains a key challenge in restoration ecology. The concept of dark diversity—the set of species absent from a site but belonging to its habitat-specific species pool—provides a novel lens for this assessment. Methods In this study, we developed and applied an integrated diagnostic framework that synthesizes dark diversity, functional traits, and diagnostic species. We applied this framework to a chronosequence of recovering forest ecosystems in subtropical China, representing early, middle, and late recovery stages. Results Our results demonstrated that the Community Completeness Index (CCI), derived from dark diversity, increased significantly during recovery, with its stabilization indicating the approach to a stable state. The framework identified stagespecific early-warning species: the absence of light-demanding, acquisitive transitional species in the mid-stage signaled successful progression, while the absence of shade-tolerant, conservative climax species in the late-stage signaled potential degradation. Crucially, analysis using Dark Diversity Affinity (DDA) revealed that the functional traits of species (e.g., seed mass, mycorrhizal type, leaf economics) were the primary filters determining species absence, exhibiting a stronger influence than local environmental conditions. These filters shifted predictably across stages, from dispersal and establishment limitations early on to competitive interactions later. Discussion The proposed framework translates dark diversity theory into an actionable tool for restoration. It moves beyond simple observation to diagnose recovery success, pinpoint specific bottlenecks, and inform targeted interventions such as assisted dispersal or canopy management. This provides a mechanism-based approach for guiding precision restoration in forest ecosystems.",direct dark-diversity/completeness linkage
